Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
N15,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.0868263,0.019988,20.6593,24.4451,1.07534,1.21436,619.624,283.77,394.1,4966260.0,342.401,6.48603,9.4375,769.193,815.774,275371.0,274100.0,18535.8,7550.99,17501.0,18511.5,7595.36,1.24367,6635820.0,7735450.0,2703250.0,6219850.0,2544450.0,345.338,470.462,2622960.0,0.00188839,0.00170704,0.00180777,0.0017113,448.551,639.504,457.066,625.789,165641000.0,169177000.0,164651000.0,169274000.0,1.62638,1.7089,1.64476,1.70423,4.76483e-05,4.2999e-05,4.81456e-05,4.3334e-05,3.35212,3.39932,3.36709,3.39727,-0.284102,-0.262159,-0.274708,-0.26319,0.814227,0.79615,0.806083,0.79701,0.147567,0.12843,0.138204,0.129216,108.785,110.084,109.114,110.083,2.21909,2.22742,2.22261,2.2273,5437.44,5521.83,5449.84,5521.7,21036.7,21261.3,21070.2,21267.6,231.92,292.308,12906.2,4214.74,1508880.0,5704530.0,332.343,489.456,-4.9027,897.438,11.3904,-4.30844,446.592,545.208,171.0,362.734,722.286,-4.88081,8.23846,109.448,4642070.0,17384.6,337.103,255.51,280.14,5129.03,1284.25,3678.24,0.809955,0.809955,1.0,0.760181,0.757919,1.0,459.0,442.0,358.0,358.0,442.0,336.0,335.0,0.509434,0.490566,2289.26
G05,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.123067,0.0236665,31.3894,22.5388,1.91206,1.42228,601.487,455.904,442.33,3267550.0,453.197,5.37263,14.3444,577.592,905.97,426263.0,657734.0,14503.0,5336.03,7167.18,18002.5,5617.64,0.45241,10703200.0,5912930.0,3932660.0,13069800.0,4072790.0,451.299,553.125,2535230.0,0.00264116,0.00239651,0.00255036,0.00240025,417.231,621.747,428.025,614.79,151975000.0,154882000.0,150409000.0,154925000.0,1.58784,1.6749,1.60415,1.67369,5.24329e-05,4.70107e-05,5.30361e-05,4.70835e-05,3.29774,3.34816,3.3117,3.34758,-0.307232,-0.28341,-0.298134,-0.283714,0.831568,0.813903,0.824486,0.814166,0.169508,0.148998,0.160257,0.14897,107.569,108.849,107.842,108.849,2.21538,2.22396,2.21779,2.22378,5703.3,5786.74,5712.8,5786.68,22122.4,22336.0,22143.3,22339.3,410.097,482.523,2350.05,1813.91,1336850.0,1938790.0,392.934,524.969,-4.98187,1047.51,11.5229,-4.28361,514.538,623.396,171.0,401.995,836.623,-4.84264,8.62944,137.629,2656120.0,5610.47,317.995,416.67,369.288,4208.45,767.092,3832.43,0.894545,0.893333,1.0,0.88,0.878788,2.0,904.0,825.0,738.0,737.0,825.0,726.0,725.0,0.522846,0.477154,2470.29
D12,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Tunicamycin,0.330399,0.110283,55.3382,45.521,15.1831,12.6218,589.649,316.215,398.346,2469800.0,316.925,5.53493,11.6588,632.321,862.197,289603.0,363847.0,17626.7,7746.69,7810.53,19163.2,7675.33,0.577566,8073020.0,4670690.0,3547980.0,8086860.0,3238990.0,316.561,488.254,2429710.0,0.0016366,0.00145345,0.00154066,0.00145552,424.065,597.767,442.946,589.315,190083000.0,194101000.0,188800000.0,194156000.0,1.62232,1.70325,1.64233,1.701,4.76284e-05,4.28703e-05,4.79676e-05,4.30128e-05,3.38457,3.43195,3.40062,3.43087,-0.287853,-0.265542,-0.278287,-0.266062,0.81919,0.801238,0.811104,0.801609,0.147301,0.127938,0.137735,0.128249,110.676,111.916,111.015,111.916,2.24842,2.25489,2.25127,2.25477,5526.76,5606.73,5539.26,5606.76,21391.2,21605.3,21418.1,21609.7,228.15,232.783,4158.77,4285.35,1962690.0,2486950.0,325.475,517.716,-6.18407,930.233,10.6547,-4.879,464.444,562.578,171.0,371.596,747.802,-5.47033,6.35424,117.581,2605250.0,7920.38,307.191,244.919,304.445,4903.6,1121.59,4115.89,0.765886,0.765886,1.0,0.705686,0.705686,0.0,273.0,598.0,458.0,458.0,598.0,422.0,422.0,0.313433,0.686567,2253.69
N05,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Sodium Arsenite,0.11926,0.0278246,30.5025,32.2219,2.15195,2.21784,499.241,339.053,405.38,3779940.0,364.415,7.55769,14.2325,675.145,844.601,456398.0,577707.0,14751.6,5875.95,11148.5,17467.7,6313.69,0.807126,9972100.0,9643470.0,3972140.0,11947900.0,4318570.0,368.3,521.954,2325330.0,0.0030961,0.00284767,0.00296722,0.00284875,426.931,619.011,437.342,614.913,161447000.0,164493000.0,159989000.0,164507000.0,1.60274,1.68598,1.61997,1.68574,4.98465e-05,4.48836e-05,5.03844e-05,4.48755e-05,3.31868,3.3665,3.33321,3.36656,-0.293874,-0.270963,-0.284477,-0.270933,0.821048,0.803041,0.813337,0.80303,0.15819,0.138668,0.148722,0.13865,106.932,108.131,107.237,108.132,2.2098,2.21796,2.21284,2.21796,5475.57,5552.23,5486.89,5552.26,21209.5,21401.1,21236.0,21403.3,252.257,290.054,6268.72,2307.04,1559560.0,5422450.0,367.896,461.851,-3.0134,1175.84,11.6545,-2.79715,564.85,694.472,171.007,435.382,938.538,-3.28958,7.00834,168.876,3560120.0,11180.4,312.103,297.359,339.697,4525.7,1130.65,4133.1,0.781503,0.781503,1.0,0.790751,0.790751,1.0,974.0,865.0,676.0,676.0,865.0,684.0,684.0,0.529636,0.470364,2351.26
G04,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.141215,0.0374459,32.2974,20.4589,3.03534,1.96424,571.571,407.752,428.882,2440210.0,410.662,4.15068,11.1562,476.233,754.251,382415.0,574739.0,12111.6,4802.02,5984.54,14970.6,5067.0,0.502051,9725630.0,5727210.0,3856020.0,11407600.0,3861050.0,408.261,526.248,2068660.0,0.00246085,0.00223019,0.00235868,0.00223028,380.206,562.26,402.137,567.902,145585000.0,147965000.0,144369000.0,147924000.0,1.57158,1.65796,1.59234,1.65867,5.36331e-05,4.81001e-05,5.38494e-05,4.80723e-05,3.29806,3.34799,3.31441,3.34837,-0.310177,-0.286275,-0.300127,-0.286078,0.834308,0.817016,0.826819,0.816755,0.170389,0.149339,0.160383,0.149606,103.52,104.658,103.824,104.658,2.22046,2.22778,2.22292,2.2278,5285.09,5356.02,5296.61,5356.11,20486.5,20659.3,20506.8,20656.8,350.698,392.57,1669.31,1454.74,1168160.0,1597530.0,367.915,498.138,-5.11061,1013.29,12.315,-4.08901,497.02,604.258,171.0,393.065,809.241,-4.58876,16.42,133.706,2520430.0,5946.57,316.977,369.008,353.605,3727.32,790.665,3481.6,0.83908,0.83908,1.0,0.796238,0.796238,3.0,758.0,957.0,803.0,803.0,957.0,762.0,762.0,0.441983,0.558017,2297.35
H05,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.125734,0.0303012,46.2295,33.5604,3.50488,2.61876,528.72,407.08,471.168,2916590.0,384.721,4.94311,17.044,551.958,981.529,436599.0,802891.0,13974.9,5520.57,7164.67,19592.1,6018.36,0.424703,11054200.0,6806430.0,4355730.0,16026300.0,4923020.0,385.606,643.968,2320720.0,0.00205218,0.00184793,0.00196452,0.00184885,419.989,616.779,434.88,619.312,164878000.0,167898000.0,163044000.0,167932000.0,1.60185,1.68692,1.61986,1.68726,5.05011e-05,4.52625e-05,5.08827e-05,4.52937e-05,3.32599,3.37516,3.34086,3.37463,-0.301895,-0.278712,-0.292423,-0.278931,0.829175,0.811713,0.821743,0.811855,0.160244,0.140374,0.150852,0.140396,108.613,109.858,108.87,109.858,2.22549,2.23368,2.22814,2.23366,5743.67,5824.02,5751.26,5823.99,22276.3,22480.1,22285.9,22478.7,261.995,271.325,2194.93,1797.49,1418220.0,2085190.0,365.342,505.009,-4.21485,980.546,12.0777,-3.93427,489.006,588.39,171.0,384.588,785.571,-4.49301,9.75228,126.214,2099910.0,5465.97,305.66,310.681,399.395,4377.82,949.144,4656.56,0.832632,0.830526,1.0,0.861053,0.861053,0.0,1095.0,950.0,791.0,789.0,950.0,818.0,818.0,0.535452,0.464548,2502.42
I10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.154831,0.0421433,31.3723,35.2643,3.33036,3.66656,634.337,304.923,433.327,3013180.0,320.904,4.91844,12.2672,594.631,895.332,335372.0,442294.0,16462.7,6988.97,9881.79,18187.0,7192.07,0.749021,9284990.0,6729500.0,3941780.0,8984390.0,3552880.0,321.355,461.412,2311210.0,0.00230581,0.00209785,0.00222836,0.00209736,424.129,591.813,430.331,602.388,172335000.0,175828000.0,171633000.0,175772000.0,1.59991,1.68029,1.61761,1.68413,5.06117e-05,4.56617e-05,5.10323e-05,4.5364e-05,3.34549,3.39395,3.36106,3.39555,-0.29401,-0.270981,-0.284762,-0.270208,0.822329,0.804204,0.814819,0.80363,0.158955,0.138993,0.14946,0.138352,105.692,106.922,106.059,106.923,2.2314,2.23754,2.234,2.23769,5218.73,5296.41,5234.36,5296.46,20184.1,20394.3,20231.9,20389.2,218.221,233.561,5764.45,3586.95,2023040.0,3925590.0,333.876,520.951,-5.43917,1045.47,11.3206,-4.87664,498.625,623.07,171.0,401.539,835.895,-5.39695,7.02893,133.827,2638880.0,7902.17,314.278,250.961,350.753,4845.79,1270.0,4002.51,0.828194,0.828194,1.0,0.725404,0.725404,2.0,496.0,681.0,564.0,564.0,681.0,494.0,494.0,0.42141,0.57859,2294.35
H10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.190532,0.0638212,52.7615,40.2267,8.37218,6.40866,677.863,342.702,417.452,2852650.0,338.143,4.70238,9.81737,592.96,804.637,298852.0,361282.0,16874.2,6549.25,8324.0,17490.7,6411.27,0.61688,8504600.0,4844570.0,3300820.0,7853340.0,2878660.0,342.91,454.208,2198490.0,0.00244595,0.0022116,0.00235606,0.00220734,403.218,585.744,416.712,580.722,148286000.0,151444000.0,146901000.0,151481000.0,1.57941,1.66445,1.5985,1.663,5.32162e-05,4.76945e-05,5.35451e-05,4.78998e-05,3.30342,3.35447,3.31925,3.35324,-0.301452,-0.277138,-0.29163,-0.277662,0.82594,0.807515,0.818234,0.80778,0.16908,0.148289,0.159444,0.148354,102.393,103.601,102.662,103.601,2.21453,2.22134,2.21673,2.22129,5121.79,5197.32,5129.67,5197.35,19825.9,20019.5,19839.0,20022.1,229.058,235.822,4140.75,3241.38,1633650.0,2409920.0,353.715,553.191,-6.20817,1063.86,10.5508,-5.25105,519.012,632.355,171.0,406.266,849.567,-5.88871,7.13935,140.893,2415560.0,6826.28,318.819,274.09,326.999,4596.86,970.375,3479.83,0.865979,0.865979,1.0,0.771478,0.771478,0.0,467.0,582.0,504.0,504.0,582.0,449.0,449.0,0.445186,0.554814,2292.5
M10,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.0950226,0.0212714,24.4094,24.3095,1.286,1.27495,545.805,299.88,315.278,3298610.0,326.686,6.35378,12.6658,678.466,848.603,331770.0,309740.0,18042.3,7410.87,10999.8,18269.8,7940.76,0.981461,8822700.0,6544860.0,3623910.0,6668490.0,2890440.0,332.201,346.94,2637930.0,0.00351431,0.00331057,0.00340733,0.00330868,449.21,623.155,457.143,623.959,188622000.0,192152000.0,187537000.0,192162000.0,1.62754,1.70592,1.64498,1.70673,4.67799e-05,4.23877e-05,4.73028e-05,4.233e-05,3.38031,3.42639,3.39526,3.42657,-0.286036,-0.26413,-0.276784,-0.264039,0.816565,0.798653,0.808653,0.798603,0.147175,0.128364,0.137937,0.128136,109.73,110.949,110.049,110.95,2.24073,2.24716,2.24345,2.24713,5423.14,5499.76,5433.4,5499.91,20969.0,21169.2,20992.1,21169.4,245.076,279.357,7075.82,4077.7,1994000.0,4210120.0,323.091,476.339,-4.88634,907.29,11.5742,-4.06081,441.521,550.186,171.0,365.494,729.719,-4.53172,7.59008,106.475,3682720.0,13158.0,305.815,244.296,258.553,5379.35,1609.18,4399.82,0.821849,0.821849,1.0,0.613445,0.611765,0.0,361.0,595.0,489.0,489.0,595.0,365.0,364.0,0.377615,0.622385,2252.91
H15,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.11673,0.0636391,44.5927,33.5105,7.1502,5.43504,635.85,365.568,344.016,2564520.0,346.167,5.07157,10.7522,630.09,895.903,308114.0,404948.0,16716.8,5900.02,7015.15,18595.9,6013.4,0.483236,8174530.0,4061770.0,2885110.0,8405360.0,2718060.0,346.252,416.08,2082150.0,0.00250992,0.00228293,0.00241775,0.00228438,433.113,617.64,453.486,619.582,175494000.0,179187000.0,173525000.0,179190000.0,1.61414,1.69587,1.63534,1.69604,4.88663e-05,4.39976e-05,4.89048e-05,4.39991e-05,3.35089,3.39891,3.36779,3.39874,-0.297707,-0.275339,-0.287502,-0.275378,0.826347,0.809336,0.818262,0.809398,0.155681,0.136269,0.145691,0.136269,109.991,111.289,110.283,111.291,2.23611,2.24408,2.23936,2.24418,5660.26,5743.68,5668.53,5743.79,21926.9,22149.5,21936.9,22149.0,255.188,246.622,2874.38,2592.25,1267610.0,1664270.0,346.286,533.192,-5.10185,980.359,10.5982,-4.94898,496.349,589.742,171.0,384.52,786.904,-5.55986,6.35535,133.239,2162330.0,5980.1,316.83,269.349,282.992,4870.6,784.791,4065.7,0.84456,0.84456,1.0,0.780656,0.780656,0.0,441.0,579.0,489.0,489.0,579.0,452.0,452.0,0.432353,0.567647,2364.2
K13,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.126957,0.0167775,26.1718,19.0649,1.08133,0.807758,555.626,419.247,379.234,3166030.0,428.507,6.35281,11.0237,718.535,842.083,331963.0,355359.0,18307.1,6552.95,7551.69,18879.7,6680.76,0.532688,8457880.0,4244050.0,3027470.0,7967230.0,2812600.0,438.748,476.764,2931170.0,0.00277517,0.0025454,0.00268937,0.00256623,431.908,602.56,439.559,609.366,175128000.0,178845000.0,173970000.0,178837000.0,1.61353,1.69138,1.62955,1.69414,4.8627e-05,4.42618e-05,4.94006e-05,4.39519e-05,3.35393,3.39961,3.36806,3.40074,-0.292981,-0.271494,-0.284423,-0.270928,0.822357,0.805483,0.815348,0.805041,0.153821,0.134934,0.14466,0.134386,109.038,110.3,109.385,110.301,2.233,2.2405,2.23637,2.24087,5534.24,5615.51,5547.62,5615.55,21427.1,21648.7,21463.9,21645.2,406.466,457.666,3269.83,3094.81,1429800.0,1837640.0,353.563,463.692,-3.59544,1075.0,11.7156,-3.06624,511.379,641.932,171.0,409.151,861.786,-3.51405,10.3713,143.971,2386240.0,6354.7,314.727,281.422,284.975,5380.44,958.774,4360.21,0.822064,0.822064,1.0,0.75089,0.74911,1.0,441.0,562.0,462.0,462.0,562.0,422.0,421.0,0.439681,0.560319,2312.14
L09,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.121666,0.0296595,26.2673,26.9743,1.92467,1.96979,567.265,350.737,448.882,2642440.0,346.224,5.60816,9.26016,640.322,708.364,313758.0,348515.0,15835.9,6647.92,7533.97,17482.6,6632.94,0.543055,7759590.0,4671060.0,3257480.0,8601450.0,3263410.0,348.902,571.133,2314240.0,0.00249006,0.00225818,0.00238362,0.00225725,425.865,596.438,437.116,592.939,168279000.0,171234000.0,166707000.0,171213000.0,1.61223,1.6892,1.6277,1.68888,4.86884e-05,4.42205e-05,4.9427e-05,4.42729e-05,3.35479,3.40017,3.36837,3.39976,-0.288156,-0.266538,-0.279678,-0.266758,0.817669,0.800352,0.810499,0.800462,0.151839,0.133529,0.143159,0.133537,106.622,107.802,106.938,107.802,2.22804,2.23548,2.23113,2.23523,5267.11,5341.8,5278.73,5341.81,20373.7,20569.0,20401.6,20570.8,264.009,279.595,3521.11,3370.49,1651540.0,2183090.0,328.64,476.697,-3.78587,1085.45,11.273,-3.91395,522.402,645.87,171.0,411.726,868.093,-4.4999,7.28225,149.75,2342440.0,6940.48,315.334,276.624,346.296,5046.78,1217.3,4345.44,0.790323,0.790323,1.0,0.793548,0.793548,2.0,435.0,620.0,490.0,490.0,620.0,492.0,492.0,0.412322,0.587678,2127.98
G13,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT,0.283558,0.0777771,37.0419,42.4413,7.18424,8.29129,622.62,343.549,433.718,2402620.0,331.032,4.61664,11.2741,576.803,853.691,318972.0,442212.0,15932.4,5970.14,6993.53,17700.5,5975.27,0.507227,8810640.0,4650700.0,3301490.0,9168870.0,3095190.0,330.926,568.988,1977370.0,0.00219657,0.0019864,0.00212703,0.00198313,419.885,597.481,432.933,597.329,165819000.0,169119000.0,164567000.0,169100000.0,1.60843,1.68841,1.62491,1.68923,4.93216e-05,4.46211e-05,4.98698e-05,4.452e-05,3.34813,3.3952,3.36264,3.39557,-0.295176,-0.27309,-0.286337,-0.272839,0.82388,0.806757,0.816641,0.806489,0.156204,0.136848,0.147135,0.136761,107.935,109.167,108.269,109.167,2.23324,2.24064,2.23613,2.2406,5435.63,5513.44,5448.62,5513.5,21044.7,21249.0,21077.4,21249.3,224.436,227.182,2993.2,2699.5,1492830.0,1990480.0,341.316,509.867,-5.17105,991.32,11.9277,-4.43854,485.615,595.961,171.0,387.34,795.677,-5.02892,9.13555,130.363,2109800.0,5993.92,312.872,261.42,316.329,4638.15,850.848,3946.93,0.831579,0.831579,1.0,0.778947,0.778947,0.0,482.0,665.0,553.0,553.0,665.0,518.0,518.0,0.420227,0.579773,2263.35
O12,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 WT;Sodium Arsenite,0.126498,0.012661,20.9892,25.3095,0.659018,0.798143,530.667,433.078,472.932,3409650.0,476.401,5.65287,9.22646,658.786,739.354,286572.0,290566.0,17386.2,6067.63,7873.06,18479.2,6457.08,0.579991,7562990.0,4212090.0,2639420.0,7262330.0,2531170.0,471.928,621.016,3047280.0,0.00269112,0.0024573,0.00256499,0.00246597,461.931,647.321,469.615,638.54,198999000.0,203373000.0,197490000.0,203496000.0,1.63291,1.71255,1.65079,1.71052,4.65635e-05,4.20326e-05,4.69014e-05,4.21651e-05,3.37511,3.42133,3.39022,3.42011,-0.290585,-0.269037,-0.281265,-0.269657,0.821241,0.804305,0.8135,0.804774,0.148258,0.129357,0.138631,0.129682,111.705,113.001,111.997,113.002,2.24187,2.24966,2.24502,2.24965,5739.96,5823.86,5748.18,5823.93,22221.3,22445.1,22237.3,22449.8,446.898,588.844,3544.33,2600.51,1131220.0,1896210.0,369.766,457.47,-3.33829,1050.18,11.5722,-2.95642,524.941,628.708,171.0,402.613,842.542,-3.44325,8.92517,145.635,2263010.0,6090.79,303.832,279.67,324.204,4892.17,889.92,3993.06,0.813084,0.813084,1.0,0.734579,0.73271,0.0,448.0,535.0,435.0,435.0,535.0,393.0,392.0,0.455748,0.544252,2376.41
G03,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut,0.105662,0.0506638,34.687,41.7346,4.52638,5.29718,662.9,293.045,417.51,3983400.0,345.934,5.02132,10.7086,561.056,808.262,289505.0,385541.0,15664.8,7030.67,13593.1,16938.6,6922.07,0.955591,8083050.0,7720890.0,3620790.0,8079700.0,3294900.0,351.545,518.032,2433420.0,0.00200015,0.00177276,0.00188723,0.00177811,446.105,653.474,462.12,649.733,195612000.0,199460000.0,194528000.0,199478000.0,1.6231,1.71213,1.64101,1.70966,4.76114e-05,4.21789e-05,4.80437e-05,4.23841e-05,3.38433,3.43708,3.40006,3.43552,-0.299214,-0.274682,-0.290185,-0.275499,0.829929,0.810787,0.82289,0.811579,0.153543,0.132151,0.143773,0.132658,111.772,113.1,112.148,113.098,2.26042,2.26684,2.26311,2.26652,5751.4,5836.32,5767.23,5836.14,22273.6,22490.6,22315.4,22491.8,223.814,260.224,9355.81,3516.71,1811110.0,5314100.0,353.127,536.5,-5.50671,1063.67,12.6816,-4.62047,511.63,633.376,171.0,405.979,850.321,-5.25058,12.3167,137.005,3823240.0,13123.3,326.16,261.724,302.999,3934.98,1060.8,3167.92,0.908451,0.90669,1.0,0.839789,0.838028,3.0,371.0,568.0,516.0,515.0,568.0,477.0,476.0,0.395101,0.604899,2563.35
E05,SNCA-Mat66-x40-map2-snca-TH-p2-AV,LRRK2 Mut;Tunicamycin,0.144928,0.0335999,28.3712,28.8533,2.41326,2.44782,514.124,394.967,455.553,2652210.0,375.668,4.59667,14.826,473.306,828.733,425975.0,757462.0,12429.6,5171.21,6715.02,17289.8,5598.96,0.449143,11186600.0,7097770.0,4648910.0,15802900.0,5117450.0,378.338,622.514,2118300.0,0.0022239,0.00200547,0.00213213,0.00200201,419.014,609.477,424.567,612.759,162676000.0,165745000.0,161150000.0,165743000.0,1.59834,1.68291,1.61461,1.68403,5.08821e-05,4.57441e-05,5.14718e-05,4.55907e-05,3.32525,3.37432,3.33976,3.37503,-0.304384,-0.281288,-0.295335,-0.280919,0.831013,0.813769,0.823966,0.813544,0.162634,0.142317,0.153118,0.142348,108.517,109.778,108.824,109.778,2.22908,2.23701,2.23171,2.23693,5756.95,5839.51,5768.89,5839.54,22329.7,22545.3,22361.0,22543.7,249.597,258.64,2164.95,1787.69,1607130.0,2288350.0,370.014,515.942,-4.56372,1088.9,11.5972,-4.05954,536.269,647.032,171.0,412.731,870.18,-4.62488,8.35903,150.233,2164020.0,5682.02,302.051,301.792,363.029,3805.59,882.798,4087.79,0.851466,0.85052,1.0,0.864711,0.864711,4.0,999.0,1057.0,900.0,899.0,1057.0,914.0,914.0,0.485895,0.514105,2440.93
