Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
C12,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.151037,0.0513744,32.157,33.6303,4.1737,4.39137,499.098,349.686,447.137,2751090.0,341.257,3.79522,11.0079,492.898,820.922,288838.0,518823.0,13837.4,6533.97,7867.31,18870.5,7075.86,0.50003,8108710.0,5963420.0,3828900.0,11926100.0,4471940.0,337.403,589.862,2387410.0,0.00159055,0.00141394,0.00149312,0.0014125,429.956,612.945,448.916,609.105,200378000.0,204250000.0,199007000.0,204226000.0,1.62548,1.70736,1.64451,1.70581,4.72055e-05,4.24167e-05,4.75129e-05,4.25293e-05,3.39568,3.44298,3.41181,3.44231,-0.299313,-0.277199,-0.28991,-0.277546,0.830763,0.814006,0.823343,0.81426,0.148864,0.129587,0.139473,0.129796,112.675,113.912,113.032,113.912,2.26824,2.27453,2.27094,2.27454,5817.19,5897.62,5830.71,5897.6,22538.7,22749.4,22568.8,22751.2,235.684,249.0,3546.43,3199.83,1875100.0,2688190.0,328.415,492.794,-5.17414,880.323,11.7264,-4.31194,448.614,536.75,171.0,358.448,709.82,-4.80044,8.75622,113.681,2341810.0,6929.52,289.274,251.377,371.757,4294.12,1367.2,4622.5,0.773087,0.773087,1.0,0.833773,0.833773,0.0,638.0,758.0,586.0,586.0,758.0,632.0,632.0,0.45702,0.54298,2208.42
L03,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.105178,0.017515,28.9943,34.5977,1.31763,1.50909,465.677,307.82,490.186,4023350.0,379.447,5.60077,10.7166,566.567,716.693,441356.0,569054.0,13418.7,6163.12,13070.5,15635.4,6587.56,1.07811,10453200.0,13384200.0,4794910.0,12414500.0,5197590.0,374.443,563.562,2466670.0,0.00211156,0.00189015,0.00200684,0.00189986,435.536,630.426,453.785,633.8,191445000.0,194467000.0,190207000.0,194443000.0,1.61153,1.69623,1.63048,1.69702,4.93498e-05,4.43027e-05,4.9748e-05,4.42093e-05,3.35209,3.40075,3.36758,3.40097,-0.29794,-0.274523,-0.288426,-0.274422,0.827254,0.809147,0.819722,0.809109,0.155862,0.135796,0.146207,0.135712,108.782,109.928,109.102,109.927,2.23807,2.24417,2.24057,2.244,5583.83,5655.29,5595.48,5655.18,21624.6,21793.1,21646.9,21790.9,234.414,341.373,8287.52,2580.05,2007280.0,8486420.0,338.188,442.323,-2.19115,1014.7,14.6992,-2.69322,494.373,609.074,171.009,393.434,814.404,-3.19759,43.875,138.63,3838240.0,12730.5,297.278,285.323,438.946,4288.66,1443.72,3959.88,0.760742,0.759766,1.0,0.775391,0.770508,3.0,1070.0,1024.0,779.0,778.0,1024.0,794.0,789.0,0.510984,0.489016,2380.14
B04,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Tunicamycin,0.11615,0.0426302,31.9824,31.5105,3.45808,3.39986,510.338,323.306,476.631,2815960.0,363.266,4.59909,11.443,533.781,863.956,234330.0,409515.0,13190.3,5913.61,8709.89,18768.7,6420.1,0.507142,5790560.0,4511730.0,2590160.0,8896370.0,3043130.0,351.581,624.29,2257180.0,0.00139042,0.00120797,0.00129563,0.00121529,465.296,655.992,490.625,656.898,260216000.0,264186000.0,259138000.0,264167000.0,1.65909,1.74071,1.67989,1.74172,4.29725e-05,3.85395e-05,4.33211e-05,3.84336e-05,3.47614,3.52296,3.49246,3.52376,-0.302105,-0.280854,-0.293118,-0.280495,0.839006,0.823409,0.832199,0.823208,0.137328,0.118429,0.127943,0.118219,122.331,123.638,122.684,123.637,2.32125,2.32669,2.32399,2.3268,6504.11,6590.79,6517.94,6590.64,25214.5,25443.8,25240.3,25442.7,256.839,305.358,4958.19,2745.39,1202480.0,2568340.0,330.453,489.529,-5.73545,911.849,12.5279,-4.2121,476.332,553.098,171.0,366.922,734.028,-4.70116,8.71717,127.023,2510760.0,7914.72,300.397,238.462,424.933,3294.21,1143.32,3706.6,0.84749,0.84556,1.0,0.915058,0.915058,2.0,185.0,518.0,439.0,438.0,518.0,474.0,474.0,0.263158,0.736842,2387.55
B06,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Tunicamycin,0.10366,0.0348739,38.0872,33.0032,3.31217,2.93418,612.026,372.392,524.851,3147080.0,412.57,5.23391,11.5544,536.549,796.808,250032.0,380874.0,14451.4,6520.97,8450.98,18612.2,6731.79,0.491102,6734350.0,4369160.0,3038770.0,8896630.0,3217800.0,407.406,815.945,2742570.0,0.00147216,0.00128972,0.00138492,0.00129169,443.8,638.619,461.563,637.198,256853000.0,260652000.0,255742000.0,260714000.0,1.64036,1.72613,1.65982,1.72573,4.50617e-05,4.00599e-05,4.53936e-05,4.01163e-05,3.44746,3.49705,3.46288,3.49655,-0.307181,-0.284462,-0.298465,-0.284705,0.841161,0.824789,0.834659,0.825016,0.144359,0.124353,0.134955,0.12442,119.793,121.074,120.135,121.074,2.30942,2.31457,2.31136,2.3147,6405.14,6489.32,6418.87,6489.22,24842.8,25060.2,24872.1,25060.5,307.694,370.366,4704.27,3161.98,1473480.0,2432110.0,372.78,538.951,-6.33582,970.842,11.9495,-4.81037,488.424,585.853,171.0,381.928,780.555,-5.36166,8.06561,133.561,3312320.0,8779.19,321.861,255.41,345.952,3269.39,763.857,3430.86,0.901354,0.901354,1.0,0.924565,0.924565,1.0,202.0,517.0,466.0,466.0,517.0,478.0,478.0,0.280946,0.719054,2418.28
I07,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut,0.119251,0.0400067,43.7271,33.0791,4.39134,3.35928,533.946,333.127,553.811,2381660.0,352.565,4.84337,13.1196,487.351,815.478,404501.0,715990.0,13058.0,5255.2,7149.4,18058.8,5649.88,0.460826,10838100.0,7306690.0,4361810.0,15855600.0,4954940.0,348.428,805.655,1968580.0,0.0025382,0.0023414,0.00243119,0.00234823,416.864,604.032,438.03,595.844,173608000.0,176735000.0,172864000.0,176817000.0,1.61666,1.70014,1.63723,1.69724,4.80241e-05,4.32385e-05,4.82878e-05,4.34264e-05,3.36278,3.41011,3.37916,3.40888,-0.296377,-0.274236,-0.286765,-0.274849,0.826092,0.809066,0.818427,0.809516,0.151126,0.131753,0.141403,0.132152,109.977,111.206,110.363,111.206,2.24214,2.24918,2.24539,2.24925,5614.39,5693.22,5630.82,5693.17,21751.8,21953.9,21792.2,21957.8,232.103,259.916,3191.4,1959.03,1626000.0,3261610.0,339.755,470.09,-4.83383,889.288,12.2894,-3.81813,455.966,541.898,171.039,360.807,717.164,-4.26256,9.63812,112.679,2254360.0,6742.29,303.719,263.8,425.543,3647.18,857.559,4084.84,0.812133,0.812133,1.0,0.8591,0.858121,4.0,546.0,1022.0,830.0,830.0,1022.0,878.0,877.0,0.348214,0.651786,2338.59
H11,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.11322,0.0367982,35.4532,33.3872,3.22906,3.02567,532.914,340.023,439.178,2331050.0,340.11,3.91699,7.1002,460.612,629.566,238597.0,320449.0,15089.9,6260.38,6855.57,17467.8,6346.52,0.46495,7816540.0,4133910.0,3242880.0,8891090.0,3230380.0,338.722,506.847,2149710.0,0.00173593,0.00154097,0.00163911,0.00154053,423.3,594.599,438.052,588.634,197810000.0,201569000.0,195953000.0,201642000.0,1.61922,1.69964,1.63696,1.69744,4.7718e-05,4.30658e-05,4.82661e-05,4.32142e-05,3.39605,3.44305,3.41146,3.4419,-0.299007,-0.277097,-0.289883,-0.277619,0.829989,0.813434,0.822749,0.813807,0.150412,0.130723,0.140964,0.131131,111.351,112.611,111.686,112.611,2.26953,2.27544,2.27202,2.27546,5654.59,5735.99,5666.74,5735.99,21897.0,22117.8,21924.3,22120.8,256.253,262.847,3186.27,3064.61,1587470.0,1921320.0,324.413,513.86,-6.0379,963.165,11.7024,-4.95466,489.586,581.23,171.0,380.112,774.328,-5.43646,9.14269,130.662,2238260.0,6716.06,287.147,251.243,345.612,4416.11,1157.75,4550.15,0.859038,0.859038,1.0,0.844113,0.844113,1.0,224.0,603.0,518.0,518.0,603.0,509.0,509.0,0.270859,0.729141,2297.81
G09,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT,0.189995,0.0612618,31.3958,38.8417,4.83312,5.91638,597.568,292.272,453.143,2651990.0,313.036,5.45791,10.6917,612.125,826.879,363602.0,485378.0,16366.2,6741.05,9073.69,18620.1,6871.35,0.597719,9721550.0,6533060.0,3997440.0,10930000.0,4033480.0,310.945,542.368,2136620.0,0.00213875,0.00192453,0.00204675,0.00192759,430.429,601.903,444.254,598.795,204564000.0,208941000.0,203434000.0,208996000.0,1.6154,1.69488,1.63279,1.69421,4.88716e-05,4.42045e-05,4.95568e-05,4.42392e-05,3.3802,3.42733,3.39513,3.42686,-0.295559,-0.273543,-0.286836,-0.273754,0.826002,0.808933,0.818995,0.809068,0.152991,0.133505,0.143839,0.133794,110.515,111.808,110.881,111.807,2.25492,2.26114,2.25727,2.26114,5625.48,5710.64,5640.73,5710.61,21780.9,22018.0,21822.6,22019.5,221.905,229.202,5470.52,3524.04,2089760.0,3938770.0,322.256,507.636,-6.3902,936.633,11.2353,-4.95942,461.152,565.347,171.0,373.064,751.929,-5.46528,12.2011,114.648,2542280.0,8252.65,307.442,237.248,341.262,5112.33,1208.09,4801.84,0.825,0.823611,1.0,0.815278,0.815278,0.0,293.0,720.0,594.0,593.0,720.0,587.0,587.0,0.28924,0.71076,2229.92
M06,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.213703,0.0789538,41.4911,31.1068,8.17664,6.2098,561.542,303.738,433.531,3009910.0,328.3,6.3884,9.5,659.705,711.038,375372.0,371162.0,15702.9,5767.56,9909.56,15623.4,5841.9,0.821402,8934940.0,6698860.0,3281740.0,8155400.0,3049470.0,340.293,562.289,1987960.0,0.00172528,0.00153412,0.00162528,0.00153264,436.067,614.338,451.806,620.699,187935000.0,190710000.0,186802000.0,190646000.0,1.61591,1.69693,1.63485,1.69891,4.88576e-05,4.40388e-05,4.92663e-05,4.38526e-05,3.37045,3.41762,3.38643,3.41885,-0.297187,-0.274952,-0.287929,-0.274367,0.827928,0.810861,0.820589,0.810453,0.15288,0.133429,0.143329,0.133095,109.794,111.0,110.182,111.0,2.25009,2.25701,2.25344,2.25698,5575.63,5652.18,5592.38,5652.18,21585.1,21783.2,21630.1,21780.1,217.281,227.918,5699.81,2387.58,1358530.0,3853070.0,336.929,470.414,-4.74516,918.266,12.9827,-3.82183,451.647,556.292,171.0,368.372,738.5,-4.29263,14.5269,114.016,2498150.0,8086.16,324.863,301.347,317.837,4098.42,831.29,3175.6,0.841716,0.841716,1.0,0.772189,0.772189,1.0,500.0,676.0,569.0,569.0,676.0,522.0,522.0,0.42517,0.57483,2220.59
B12,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.30866,0.132403,43.4891,43.7753,14.4892,14.5864,515.12,360.801,459.993,2948040.0,349.209,3.73266,10.327,449.276,784.667,265522.0,499048.0,12815.6,6536.55,8170.82,18642.3,7265.83,0.487912,7574030.0,5784940.0,3863100.0,11856500.0,4621070.0,347.502,603.074,2524890.0,0.00171623,0.00152405,0.00161706,0.00152662,421.861,606.305,437.545,601.688,214199000.0,218283000.0,213022000.0,218303000.0,1.62101,1.70503,1.64005,1.70372,4.74994e-05,4.24984e-05,4.78181e-05,4.25696e-05,3.40648,3.45515,3.42197,3.45461,-0.308063,-0.285731,-0.299108,-0.28599,0.839254,0.823148,0.832532,0.823372,0.152154,0.132587,0.14287,0.132633,114.765,116.045,115.076,116.045,2.2855,2.29162,2.28783,2.29164,6031.97,6114.72,6042.8,6114.72,23389.3,23607.6,23409.8,23609.9,231.592,235.448,3670.73,3213.0,1898880.0,2598880.0,346.411,541.874,-6.56352,951.216,10.6842,-5.09309,479.082,572.762,171.0,376.864,762.842,-5.6881,6.41983,125.376,2763490.0,7759.71,294.115,284.094,372.154,3734.05,1356.19,4271.68,0.834746,0.834746,1.0,0.898305,0.898305,4.0,558.0,708.0,591.0,591.0,708.0,636.0,636.0,0.440758,0.559242,2332.51
E11,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.314838,0.105062,32.7056,43.5739,8.82999,11.3693,642.111,294.309,508.772,2967730.0,311.804,4.87298,9.34257,594.843,762.711,295042.0,385169.0,16614.1,7729.78,10083.7,18899.5,7878.62,0.614897,8240610.0,5868730.0,3826240.0,9544250.0,3970820.0,310.647,644.793,2447470.0,0.00140418,0.00123156,0.00130883,0.00123217,418.728,602.501,443.996,598.204,208625000.0,212404000.0,207187000.0,212425000.0,1.63298,1.7187,1.65364,1.71619,4.58289e-05,4.07874e-05,4.61609e-05,4.09936e-05,3.42924,3.4792,3.44569,3.47767,-0.300139,-0.27729,-0.29072,-0.278038,0.833996,0.816793,0.826659,0.817397,0.144086,0.123853,0.134438,0.124433,112.827,114.094,113.166,114.093,2.29043,2.29563,2.29245,2.29552,5741.84,5823.87,5753.87,5823.76,22238.8,22455.3,22259.8,22457.0,217.421,223.8,6363.05,4460.98,2208190.0,3703290.0,324.676,540.502,-7.09378,902.768,10.2409,-5.43788,460.031,546.67,171.0,364.418,725.226,-5.98428,6.90615,117.858,2605180.0,8064.57,311.792,236.425,339.783,4292.36,1115.6,4033.65,0.811784,0.810147,0.952537,0.826514,0.824877,0.0,261.0,611.0,496.0,495.0,582.0,505.0,504.0,0.299312,0.700688,2260.53
K05,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Sodium Arsenite,0.195972,0.0793094,43.9662,40.1551,8.66304,7.98713,465.096,315.962,508.59,2022470.0,318.454,5.09332,7.42396,498.926,538.081,470487.0,516558.0,11993.5,5311.95,6400.98,13525.9,5503.19,0.618662,11309900.0,8033230.0,5003860.0,12984800.0,5266550.0,319.058,590.337,1755840.0,0.00167693,0.00149436,0.00158064,0.00149788,434.355,614.781,456.071,610.204,200436000.0,203792000.0,199799000.0,203841000.0,1.62416,1.70597,1.64433,1.70438,4.75657e-05,4.28287e-05,4.79378e-05,4.29088e-05,3.37656,3.42348,3.39302,3.42289,-0.289784,-0.267449,-0.280182,-0.267742,0.821504,0.803668,0.813636,0.803931,0.147279,0.127726,0.137616,0.128134,109.896,111.05,110.301,111.049,2.2449,2.25105,2.2481,2.25106,5534.73,5608.14,5552.89,5608.06,21422.3,21606.2,21468.8,21608.1,214.852,226.966,2622.81,2104.95,1982870.0,3291620.0,319.903,444.282,-4.51943,827.557,13.2072,-3.48587,422.787,509.887,171.0,344.777,670.398,-3.91305,13.4533,103.124,2091280.0,6570.94,301.654,253.63,500.761,4034.52,1074.42,3797.46,0.749007,0.748213,0.996823,0.76251,0.760127,3.0,702.0,1259.0,943.0,942.0,1255.0,960.0,957.0,0.357981,0.642019,2187.57
O09,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.387715,0.0172624,13.865,16.1167,0.622709,0.684693,284.379,479.121,230.085,3213150.0,822.29,1.65238,6.90127,111.386,391.067,23391.0,122795.0,5289.53,3283.1,6706.34,18982.4,5053.1,0.426427,1110800.0,2541700.0,689450.0,5960460.0,1586670.0,553.695,290.406,2797880.0,0.00182378,0.00166307,0.00172915,0.00166504,429.51,585.541,448.141,575.0,137318000.0,139907000.0,136288000.0,139934000.0,1.62322,1.69317,1.64396,1.69139,4.78305e-05,4.4275e-05,4.81447e-05,4.43133e-05,3.3017,3.3409,3.31779,3.33999,-0.274306,-0.255746,-0.264058,-0.256231,0.802701,0.786948,0.793502,0.787388,0.144766,0.128206,0.134667,0.128416,109.249,110.424,109.588,110.423,2.17047,2.18127,2.17605,2.18126,5424.55,5500.33,5435.56,5500.21,21004.3,21210.3,21024.9,21215.1,608.728,4023.66,2290.87,394.752,82898.0,868240.0,309.349,378.637,-2.64237,706.938,12.2596,-2.67722,379.519,448.36,171.0,312.984,579.64,-2.94641,7.20876,80.9824,1219840.0,3928.08,236.077,232.605,254.319,1133.32,880.96,1747.89,0.55409,0.55409,1.0,0.828496,0.828496,0.0,393.0,379.0,210.0,210.0,379.0,314.0,314.0,0.509067,0.490933,2145.27
B14,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Tunicamycin,0.155404,0.0741193,41.3334,41.5311,7.64981,7.688,559.543,345.405,418.349,2956410.0,366.884,4.27848,9.44482,547.128,786.62,302562.0,463319.0,14386.3,7056.01,8559.24,18998.3,7527.93,0.517837,7955630.0,5794600.0,3901970.0,11190000.0,4433950.0,358.125,529.417,2695940.0,0.00148408,0.00130532,0.00139221,0.00130938,467.167,654.152,484.097,646.656,262606000.0,267914000.0,260882000.0,268004000.0,1.65471,1.73675,1.67341,1.73431,4.39691e-05,3.936e-05,4.44075e-05,3.95066e-05,3.45036,3.49727,3.46505,3.49615,-0.299701,-0.278571,-0.291131,-0.279107,0.834313,0.818704,0.827592,0.819063,0.140104,0.121045,0.130903,0.121455,121.702,123.088,122.017,123.088,2.30131,2.30791,2.30393,2.30788,6561.91,6656.56,6571.52,6656.6,25450.0,25714.6,25465.6,25718.6,271.724,296.629,4924.37,3958.07,2188810.0,3333800.0,340.983,549.462,-6.56519,918.357,10.7597,-5.39028,475.577,557.111,171.0,368.239,739.266,-6.01499,7.21743,124.118,2884750.0,7900.45,301.363,289.167,327.152,4184.02,1373.88,4288.58,0.816839,0.816839,1.0,0.870015,0.870015,1.0,294.0,677.0,553.0,553.0,677.0,589.0,589.0,0.302781,0.697219,2272.31
E06,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Tunicamycin,0.380255,0.138243,42.427,49.5864,14.6463,17.0473,635.332,317.803,525.214,2576970.0,331.942,5.90438,10.7335,520.9,671.992,321395.0,418651.0,15218.8,6901.59,8108.69,16822.6,6853.99,0.529206,9390030.0,5546340.0,4258280.0,10480500.0,4270040.0,331.281,669.209,2270590.0,0.00135004,0.00117036,0.00125092,0.00117321,460.743,666.156,483.436,659.192,259845000.0,264903000.0,258258000.0,264967000.0,1.64978,1.73782,1.6708,1.73656,4.43511e-05,3.92246e-05,4.45668e-05,3.92941e-05,3.46033,3.51156,3.47756,3.51124,-0.302695,-0.27938,-0.293099,-0.279538,0.838137,0.820849,0.83087,0.82097,0.141865,0.121275,0.132068,0.121414,119.058,120.404,119.409,120.405,2.3136,2.31851,2.31546,2.31828,6317.5,6406.72,6330.06,6406.78,24485.6,24718.2,24508.5,24722.0,220.816,228.457,4530.42,3560.16,2196620.0,3098810.0,338.882,535.298,-6.13619,957.28,11.5641,-4.85781,479.537,575.341,171.0,378.482,766.896,-5.44435,8.13766,122.413,2632950.0,7893.4,312.707,231.192,412.18,3855.51,1078.43,3525.49,0.902047,0.902047,1.0,0.910819,0.910819,2.0,202.0,684.0,617.0,617.0,684.0,623.0,623.0,0.227991,0.772009,2474.03
M13,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 WT;Sodium Arsenite,0.0896712,0.0229699,27.4917,28.1351,1.58014,1.62524,505.997,340.937,460.267,2890450.0,357.986,4.57607,6.70265,550.624,598.54,322115.0,338175.0,14176.7,6280.46,8477.97,15810.3,6618.91,0.708016,8293400.0,6324560.0,3674070.0,8932800.0,3733070.0,349.828,564.048,2315480.0,0.00168821,0.00150786,0.00159377,0.00150839,424.726,604.255,450.651,602.927,182027000.0,185118000.0,181009000.0,185103000.0,1.6183,1.69926,1.63948,1.69881,4.82674e-05,4.35703e-05,4.85548e-05,4.36185e-05,3.37069,3.41732,3.38722,3.41729,-0.288059,-0.266023,-0.278259,-0.266083,0.818531,0.800712,0.81028,0.800806,0.148957,0.129672,0.139364,0.129647,108.314,109.5,108.67,109.499,2.23891,2.24537,2.24192,2.24532,5330.09,5404.97,5343.26,5404.9,20617.6,20808.5,20643.3,20808.9,294.811,314.559,4872.83,3236.3,1893240.0,3635130.0,320.396,488.985,-5.83657,881.194,11.2655,-4.52605,443.195,538.674,171.0,358.68,711.986,-5.00576,7.49376,109.227,2865510.0,8842.9,301.543,239.654,356.115,4482.95,1310.23,4217.19,0.784182,0.784182,1.0,0.757373,0.756032,1.0,346.0,746.0,585.0,585.0,746.0,565.0,564.0,0.31685,0.68315,2137.3
D04,SNCA-Mat66-x40-map2-snca-TH-p1-AV,LRRK2 Mut;Tunicamycin,0.243421,0.0860172,51.4973,46.8718,11.0216,10.1418,525.044,305.888,526.589,2908090.0,348.014,4.74891,11.031,481.317,735.87,329702.0,545280.0,12262.4,5889.06,9507.06,16620.1,6227.2,0.642271,8399710.0,7909870.0,4034010.0,12315500.0,4601900.0,340.696,681.7,2121590.0,0.00156405,0.00138887,0.00147086,0.00139028,417.751,606.347,438.758,601.394,223639000.0,227283000.0,222437000.0,227305000.0,1.62604,1.71143,1.64495,1.7093,4.67431e-05,4.16852e-05,4.70769e-05,4.19034e-05,3.41604,3.46484,3.43147,3.46402,-0.302119,-0.27941,-0.293075,-0.27982,0.834666,0.817699,0.827616,0.818027,0.147208,0.127415,0.138067,0.127731,113.741,114.942,114.089,114.943,2.28567,2.29113,2.28788,2.29106,5886.06,5962.6,5899.88,5962.69,22811.7,23002.4,22840.1,23005.2,219.367,237.995,5598.83,2606.4,1785380.0,4658220.0,335.666,496.543,-5.50386,923.138,12.7093,-4.10928,465.81,559.047,171.002,369.594,742.378,-4.56272,10.3108,120.81,2932560.0,9397.32,302.826,252.951,423.831,3536.9,1202.01,3909.77,0.823317,0.823317,1.0,0.890625,0.888221,1.0,444.0,832.0,685.0,685.0,832.0,741.0,739.0,0.347962,0.652038,2378.43
